# ruleset sm-era-2 commit 5b01693 patrolBase 4 size 64 ticks 60000 ai 3 mirror 0 firmswap 0
seed,size,mirror,firmswap,ticks,offered,accepted,completed,failed,expired,acc_courier,acc_surveillance,acc_extraction,acc_sabotage,acc_acquisition,acc_defend,off_courier,off_surveillance,off_extraction,off_sabotage,off_acquisition,off_defend,courier,surveillance,extraction,sabotage,acquisition,defend,burns,downs,captures,arrests,rescues,banked,cacheLost,raids,raidsSucceeded,deployments,cleanExtracts,emergencyExtracts,heatMax,heatLockdownTicks,recognition,tierReached,avgSortieTicks,avgDeployTicks,deploysToTier3
29633,64,0,0,60000,80,77,2,59,26,0,7,70,0,0,0,606,290,1363,0,0,0,0,2,0,0,0,0,66,59,59,59,0,828,0,4,0,31,28,0,5,57354,45,2,4755,1533,0
30455,64,0,0,60000,80,20,15,2,25,1,10,5,0,1,3,389,103,386,113,178,277,1,8,3,0,1,2,19,3,3,3,0,2882,1657,6,5,7,4,0,5,20295,480,3,4104,9272,6
31277,64,0,0,60000,80,19,9,5,29,1,9,7,0,0,2,339,199,613,30,0,260,0,5,2,0,0,2,18,6,5,5,0,2175,570,13,2,7,4,0,5,51949,235,2,4248,16817,0
32099,64,0,0,60000,80,66,2,62,25,0,1,65,0,0,0,235,200,4317,0,0,107,0,1,1,0,0,0,72,62,62,62,0,0,0,0,0,108,105,0,5,37197,35,2,3468,535,0
32921,64,0,0,60000,80,64,1,62,23,0,5,59,0,0,0,162,228,4273,0,0,0,0,1,0,0,0,0,78,62,62,62,0,414,0,32,0,99,96,0,5,97523,10,1,4428,623,0
33743,64,0,0,60000,80,16,10,3,24,3,5,3,1,0,4,248,509,450,1,137,70,2,3,2,0,0,3,7,3,2,2,0,1518,0,59,0,5,2,0,5,57959,410,4,3988,15940,3
34565,64,0,0,60000,80,18,12,4,33,1,9,5,0,0,3,349,520,424,40,0,77,0,7,4,0,0,1,38,6,6,6,0,414,2798,7,5,5,2,0,5,20529,210,3,5051,3415,5
35387,64,0,0,60000,80,13,9,2,31,0,6,4,1,0,2,351,179,583,114,80,148,0,4,2,1,0,2,14,2,2,2,0,1967,414,20,1,5,2,0,5,57025,300,3,3521,13925,4
36209,64,0,0,60000,80,29,16,11,23,1,11,11,1,2,3,227,314,674,12,88,95,0,6,7,0,1,2,28,13,13,13,0,2071,1629,10,3,7,4,0,5,34546,450,4,6252,8365,6
37031,64,0,0,60000,80,46,3,0,33,0,45,1,0,0,0,323,503,416,6,0,122,0,3,0,0,0,0,11,0,0,0,0,828,0,5,0,4,1,0,5,56178,80,2,4546,19070,0
37853,64,0,0,60000,80,26,19,4,21,3,10,6,0,2,5,357,118,779,21,28,118,2,8,2,0,2,5,31,8,8,8,0,4201,0,5,0,9,6,0,5,24553,595,4,3659,11505,6
38675,64,0,0,60000,80,13,9,0,26,1,4,5,2,0,1,377,44,596,54,0,379,1,4,3,1,0,0,14,1,1,1,0,2071,570,5,1,5,2,0,5,12149,205,2,4340,11195,0
39497,64,0,0,60000,80,11,7,1,23,0,9,1,0,0,1,396,315,460,0,0,219,0,7,0,0,0,0,12,2,2,2,0,2898,621,11,1,6,3,0,5,41281,155,2,6353,22540,0
40319,64,0,0,60000,80,5,2,0,29,1,3,1,0,0,0,326,220,730,29,0,60,1,1,0,0,0,0,7,0,0,0,0,0,0,3,0,3,0,0,5,53207,70,2,3150,0,0
41141,64,0,0,60000,80,42,9,27,22,1,5,31,0,0,5,152,112,1125,7,21,25,1,2,3,0,0,3,41,31,31,31,0,156,1967,13,8,12,9,0,5,20396,240,3,4274,3620,12
41963,64,0,0,60000,80,26,11,13,27,1,5,16,1,1,2,601,193,422,64,21,150,1,3,5,0,0,2,21,14,13,13,0,1242,1417,24,9,9,6,0,5,63643,375,3,4427,4146,9
