# ruleset sm-era-2 commit 5b01693 patrolBase 3 size 64 ticks 60000 ai 3 mirror 0 firmswap 0
seed,size,mirror,firmswap,ticks,offered,accepted,completed,failed,expired,acc_courier,acc_surveillance,acc_extraction,acc_sabotage,acc_acquisition,acc_defend,off_courier,off_surveillance,off_extraction,off_sabotage,off_acquisition,off_defend,courier,surveillance,extraction,sabotage,acquisition,defend,burns,downs,captures,arrests,rescues,banked,cacheLost,raids,raidsSucceeded,deployments,cleanExtracts,emergencyExtracts,heatMax,heatLockdownTicks,recognition,tierReached,avgSortieTicks,avgDeployTicks,deploysToTier3
28400,64,0,0,60000,80,65,1,62,22,0,3,62,0,0,0,455,70,3831,0,0,0,0,0,1,0,0,0,67,62,62,62,0,0,0,6,0,105,102,0,5,56027,10,1,381,518,0
29222,64,0,0,60000,80,65,2,62,20,0,2,63,0,0,0,216,232,4284,0,0,0,0,1,1,0,0,0,71,62,62,62,0,0,0,28,0,117,114,0,5,43632,10,1,22935,512,0
30044,64,0,0,60000,80,12,8,3,19,0,7,3,0,0,2,392,503,466,0,8,66,0,3,3,0,0,2,18,3,3,3,0,104,0,5,0,4,1,0,5,46041,210,3,9627,43840,4
30866,64,0,0,60000,80,20,3,11,29,1,1,18,0,0,0,502,111,838,0,0,0,0,1,2,0,0,0,21,12,12,12,0,881,777,24,2,9,6,0,5,12328,55,1,3645,4000,0
31688,64,0,0,60000,80,6,3,0,42,1,4,1,0,0,0,848,93,356,38,0,100,1,2,0,0,0,0,5,1,0,0,0,0,0,37,0,3,0,0,5,56296,80,2,3969,0,0
32510,64,0,0,60000,80,4,2,0,25,0,3,1,0,0,0,253,420,777,0,0,0,0,1,1,0,0,0,41,2,1,1,0,621,0,92,0,4,1,0,5,58927,45,1,2708,4800,0
33332,64,0,0,60000,80,30,17,9,29,2,5,13,4,3,3,648,82,530,56,51,28,1,3,8,1,2,2,25,11,11,11,0,2012,0,13,0,6,3,0,5,12654,655,4,3303,11376,4
34154,64,0,0,60000,80,23,20,1,33,3,6,6,1,1,6,321,130,694,55,85,100,2,6,5,0,1,6,17,1,1,1,0,4727,414,10,1,8,5,0,5,14944,680,4,3444,17532,4
34976,64,0,0,60000,80,43,3,36,30,0,6,37,0,0,0,112,327,948,20,0,69,0,1,2,0,0,0,50,39,39,39,0,0,0,3,0,17,14,0,5,17481,55,2,10875,1945,0
35798,64,0,0,60000,80,61,2,58,34,0,3,58,0,0,0,250,233,4286,0,0,0,0,2,0,0,0,0,69,62,62,62,0,621,0,97,0,110,107,0,5,41880,10,1,7869,576,0
36620,64,0,0,60000,80,65,3,61,30,0,7,58,0,0,0,186,221,3745,0,0,0,0,2,1,0,0,0,70,63,63,63,0,414,0,3,0,101,98,0,5,41144,70,2,17090,649,0
37442,64,0,0,60000,80,7,3,1,33,0,5,2,0,0,0,676,280,422,52,0,20,0,1,2,0,0,0,6,2,2,2,0,0,0,1,0,3,0,0,5,56691,80,2,2022,0,0
38264,64,0,0,60000,80,68,3,64,23,2,6,58,0,0,2,145,25,4624,0,0,18,1,1,1,0,0,0,70,63,63,63,0,0,0,5,0,114,111,0,5,56707,80,2,3871,489,0
39086,64,0,0,60000,80,63,5,39,32,0,8,54,0,0,1,340,129,1064,0,0,78,0,4,1,0,0,0,61,45,44,44,0,932,1656,20,3,22,19,0,5,42435,140,2,6128,2470,0
39908,64,0,0,60000,80,49,4,30,33,1,7,41,0,0,0,445,181,779,24,0,120,0,4,0,0,0,0,55,33,33,33,0,1656,0,16,0,17,14,0,5,43476,35,2,7889,5132,0
40730,64,0,0,60000,80,55,12,36,26,0,8,45,1,0,1,317,198,1195,20,6,187,0,4,8,0,0,0,67,50,50,50,0,2565,156,6,1,30,27,0,5,33298,235,3,5294,2465,12
41552,64,0,0,60000,80,8,1,6,16,1,3,4,0,0,0,219,392,809,0,0,0,0,1,0,0,0,0,12,9,8,8,0,0,0,3,0,6,3,0,5,56014,35,1,4485,2426,0
1411,64,0,0,60000,80,28,20,6,23,1,9,12,3,1,2,292,251,582,50,46,175,0,8,8,1,1,2,32,11,11,11,0,5230,312,5,2,9,6,0,5,8306,575,4,4373,12873,5
2233,64,0,0,60000,80,25,17,4,23,1,9,8,2,1,4,352,248,538,64,76,111,1,7,5,0,1,3,30,7,7,7,0,2019,1804,4,7,7,4,0,5,6795,420,4,4337,11677,6
3055,64,0,0,60000,80,36,16,16,24,0,8,21,2,0,5,352,337,498,80,99,90,0,5,7,1,0,3,27,18,18,18,0,3867,0,3,0,15,12,0,5,24343,590,4,7134,5171,12
3877,64,0,0,60000,80,46,16,25,20,5,5,25,6,0,5,480,7,576,49,165,132,2,2,11,0,0,1,40,35,35,35,0,1764,416,14,1,11,8,0,5,52457,455,4,3824,5657,7
4699,64,0,0,60000,80,16,14,0,29,0,9,1,1,0,5,729,281,207,68,83,102,0,9,0,0,0,5,17,0,0,0,0,2898,3622,25,9,5,2,0,5,19459,420,3,6220,23325,5
5521,64,0,0,60000,80,27,18,6,24,1,10,7,1,2,6,269,160,800,49,142,46,0,8,2,0,2,6,39,8,8,8,0,3726,414,16,1,8,5,0,5,17726,695,4,4452,14314,5
6343,64,0,0,60000,80,5,2,0,32,1,4,0,0,0,0,471,340,571,0,0,93,1,1,0,0,0,0,9,1,0,0,0,0,0,49,0,3,0,0,5,58485,5,2,6760,0,0
7165,64,0,0,60000,80,4,1,0,26,0,4,0,0,0,0,573,257,600,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,5,110332,35,1,4362,0,0
7987,64,0,0,60000,80,16,11,2,22,1,7,3,1,0,4,123,396,728,6,95,67,0,3,3,1,0,4,10,2,2,2,0,2743,0,11,0,6,3,0,5,111889,435,4,3668,16406,4
8809,64,0,0,60000,80,65,1,63,21,0,3,62,0,0,0,290,203,2894,0,0,0,0,1,0,0,0,0,64,63,63,63,0,414,0,5,0,65,62,0,5,49718,35,1,3990,991,0
9631,64,0,0,60000,80,64,2,62,22,0,3,61,0,0,0,155,239,4229,0,0,0,0,2,0,0,0,0,66,64,64,64,0,414,0,0,0,101,98,0,5,40211,45,1,4420,616,0
10453,64,0,0,60000,80,19,16,0,27,3,9,3,2,1,1,328,196,543,95,132,151,3,8,2,2,0,1,17,0,0,0,0,4571,0,5,0,8,5,0,5,11335,415,4,3883,13344,6
11275,64,0,0,60000,80,24,20,0,30,3,10,2,3,1,5,535,262,186,83,165,200,3,6,2,3,1,5,7,2,2,2,0,5348,6023,47,5,7,4,0,5,33889,875,4,3310,32985,5
12097,64,0,0,60000,80,20,12,6,22,1,10,6,3,0,0,368,388,505,19,49,76,1,8,3,0,0,0,25,6,6,6,0,3003,483,42,2,6,3,0,5,45346,325,3,8435,19830,5
12919,64,0,0,60000,80,20,16,2,18,5,6,1,5,1,2,447,174,464,45,94,196,4,6,0,3,1,2,37,2,2,2,0,2655,2415,16,5,7,4,0,5,38400,515,4,6075,12300,7
13741,64,0,0,60000,80,28,12,11,32,0,8,15,0,0,5,217,363,572,41,103,79,0,7,2,0,0,3,40,14,14,14,0,2588,414,1,1,10,7,0,5,40077,195,4,4982,8037,7
14563,64,0,0,60000,80,39,7,22,32,2,5,31,0,0,1,373,53,1233,19,0,17,2,3,1,0,0,1,37,30,30,30,0,1898,621,9,1,18,15,0,5,27433,185,2,4069,3834,0
15385,64,0,0,60000,80,18,15,0,29,0,5,5,1,0,7,523,305,385,50,72,100,0,4,3,1,0,7,10,1,1,1,0,2779,0,0,0,6,3,0,5,56388,590,4,3464,13536,4
16207,64,0,0,60000,80,7,4,0,32,0,2,5,0,0,0,645,243,467,55,0,40,0,1,3,0,0,0,7,1,1,1,0,0,416,213,2,3,0,0,5,56822,30,2,3172,0,0
17029,64,0,0,60000,80,38,22,12,28,2,7,16,4,1,8,432,46,413,115,183,208,2,5,7,2,0,6,46,17,17,17,0,4160,984,9,2,11,8,0,5,17271,685,4,3341,11248,5
17851,64,0,0,60000,80,74,13,61,33,3,4,61,2,1,3,211,37,2433,53,40,166,2,4,2,2,1,2,72,63,63,63,0,2173,985,8,3,64,61,0,5,29784,465,3,3349,1228,4
18673,64,0,0,60000,80,30,7,19,38,3,6,21,0,0,0,461,45,848,25,0,167,2,4,1,0,0,0,37,27,27,27,0,1346,793,3,2,19,16,0,5,55453,135,2,6677,4819,0
19495,64,0,0,60000,80,23,10,10,30,0,7,12,2,0,2,380,143,750,15,101,61,0,1,7,0,0,2,25,13,13,13,0,1608,0,16,0,7,4,0,5,63525,365,4,6092,13192,5
20317,64,0,0,60000,80,69,6,62,26,0,8,61,0,0,0,115,192,2645,66,0,168,0,5,1,0,0,0,77,63,63,63,0,2277,1863,90,3,57,54,0,5,51923,100,2,5400,1317,0
21139,64,0,0,60000,80,14,9,2,25,0,7,3,1,0,3,393,371,457,78,0,118,0,5,1,0,0,3,6,2,2,2,0,2795,414,25,1,6,3,0,5,57295,375,3,5406,18600,4
21961,64,0,0,60000,80,33,16,10,20,2,7,12,5,2,5,281,372,315,125,125,172,0,5,4,2,1,4,33,14,14,14,0,570,3417,6,12,8,5,0,5,13282,620,4,3641,13030,7
22783,64,0,0,60000,80,35,19,13,26,2,12,16,1,0,4,157,266,873,6,128,76,2,11,2,1,0,3,35,14,14,14,0,3519,5433,19,14,14,11,0,5,36996,495,4,4543,4981,13
23605,64,0,0,60000,80,14,10,0,25,0,5,3,1,2,3,139,440,762,5,22,22,0,3,1,1,2,3,11,1,1,1,0,2347,0,16,0,6,3,0,5,56431,450,4,4137,15026,5
24427,64,0,0,60000,80,25,11,8,27,1,6,13,0,0,5,532,119,668,7,20,84,0,4,2,0,0,5,23,13,13,13,0,2018,0,4,0,10,7,0,5,8882,400,4,3305,5324,8
25249,64,0,0,60000,80,25,10,8,29,0,5,16,0,0,4,242,126,860,23,0,217,0,3,5,0,0,2,36,14,14,14,0,1553,1191,22,3,9,6,0,5,25842,250,3,5030,11621,9
26071,64,0,0,60000,80,17,5,5,26,0,7,10,0,0,0,492,218,663,35,0,28,0,5,0,0,0,0,19,7,7,7,0,1656,414,6,1,7,4,0,5,64478,105,2,7119,10112,0
26893,64,0,0,60000,80,28,18,5,32,1,8,11,1,1,6,454,127,509,14,83,221,1,6,5,0,0,6,38,7,7,7,0,3313,1622,11,5,7,4,0,5,51397,470,3,6285,29095,5
27715,64,0,0,60000,80,11,8,2,22,0,6,4,0,0,1,296,329,444,8,0,365,0,5,2,0,0,1,12,5,5,5,0,2381,2536,12,3,7,4,0,5,42306,275,2,3599,10682,0
28537,64,0,0,60000,80,19,13,3,19,0,8,7,1,1,2,446,65,546,27,121,219,0,8,3,1,0,1,23,5,5,5,0,2829,2279,12,5,6,3,0,5,9927,335,3,5065,24800,4
29359,64,0,0,60000,80,17,15,0,25,0,11,2,0,2,2,180,225,661,30,223,116,0,11,0,0,2,2,9,1,1,1,0,3245,1242,28,3,7,4,0,5,45833,575,4,7107,14875,5
30181,64,0,0,60000,80,29,25,1,29,4,8,7,3,3,4,340,255,570,72,180,18,3,8,5,3,2,4,29,2,2,2,0,5471,1898,34,3,8,5,0,5,21672,895,4,3344,14452,5
31003,64,0,0,60000,80,3,0,0,28,0,3,0,0,0,0,273,378,784,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,29,0,3,0,0,5,113405,0,1,0,0,0
31825,64,0,0,60000,80,5,3,0,34,0,3,2,0,0,0,655,197,553,0,0,20,0,2,1,0,0,0,4,1,0,0,0,0,0,23,0,3,0,0,5,56610,55,2,2982,0,0
32647,64,0,0,60000,80,5,3,0,30,0,2,3,0,0,0,591,291,421,0,0,117,0,1,2,0,0,0,9,0,0,0,0,0,0,2,0,3,0,0,5,56725,35,2,3647,0,0
33469,64,0,0,60000,80,20,14,4,35,2,8,5,1,1,3,651,89,438,24,101,142,1,7,4,1,1,0,22,4,4,4,0,2987,828,25,2,6,3,0,5,22568,345,4,3821,16580,4
34291,64,0,0,60000,80,43,17,23,21,0,7,31,0,0,5,202,349,757,13,40,59,0,4,8,0,0,5,32,25,25,25,0,3109,0,1,0,17,14,0,5,21065,595,4,4679,5081,15
35113,64,0,0,60000,80,35,4,28,32,1,3,30,1,0,0,418,144,1678,4,0,102,1,1,2,0,0,0,33,29,28,28,0,795,951,21,4,20,17,0,5,53218,115,2,2319,1589,0
35935,64,0,0,60000,80,7,3,1,24,1,4,2,0,0,0,452,29,850,49,0,60,1,2,0,0,0,0,8,2,1,1,0,0,0,33,0,3,0,0,5,56925,80,2,3478,0,0
36757,64,0,0,60000,80,37,15,12,29,2,4,26,1,0,4,331,390,495,27,23,134,1,3,8,1,0,2,23,15,15,15,0,2954,0,2,0,12,9,0,5,13346,510,4,4225,6006,10
37579,64,0,0,60000,80,18,11,3,26,1,4,8,1,0,4,467,281,423,35,55,166,0,4,3,1,0,3,12,3,3,3,0,1450,1968,19,7,5,2,0,5,15454,325,3,4918,7845,5
38401,64,0,0,60000,80,25,18,3,35,2,8,7,3,2,3,618,94,481,113,143,12,2,6,3,3,2,2,19,4,4,4,0,2587,3401,17,12,6,3,0,5,43397,660,4,4708,11310,6
39223,64,0,0,60000,80,58,1,56,21,0,2,56,0,0,0,235,397,4231,0,0,0,0,0,1,0,0,0,68,66,66,66,0,156,156,2,1,123,120,0,5,31411,10,1,832,460,0
40045,64,0,0,60000,80,11,5,2,26,1,4,4,1,0,1,534,254,495,39,0,123,0,2,2,1,0,0,11,2,2,2,0,932,0,0,0,4,1,0,5,56527,145,2,4432,18050,0
40867,64,0,0,60000,80,20,14,3,27,2,7,7,0,0,4,249,156,617,34,95,269,1,7,4,0,0,2,16,8,8,8,0,1554,1242,1,5,8,5,0,5,9892,505,3,3113,4668,8
41689,64,0,0,60000,80,19,11,4,25,1,8,7,0,0,3,333,421,358,20,0,258,1,6,3,0,0,1,31,4,4,4,0,2926,7328,21,8,8,5,0,5,30158,185,3,5538,13952,6
1548,64,0,0,60000,80,30,22,5,27,2,11,7,2,1,7,496,117,332,103,7,352,2,9,3,2,1,5,11,5,5,5,0,2019,4780,10,14,6,3,0,5,6235,875,4,3407,12573,6
2370,64,0,0,60000,80,42,13,17,23,0,10,26,3,0,3,221,188,733,66,20,236,0,8,2,1,0,2,44,28,28,28,0,4157,518,24,1,15,12,0,5,27097,445,3,5310,9605,4
3192,64,0,0,60000,80,19,13,3,21,2,5,6,4,0,2,120,413,640,18,69,126,2,4,4,1,0,2,21,4,4,4,0,1863,1553,16,10,5,2,0,5,55305,420,4,3815,13555,5
4014,64,0,0,60000,80,49,6,38,31,2,7,36,0,1,3,314,245,822,8,34,38,1,2,2,0,0,1,57,48,48,48,0,1656,104,10,1,17,14,0,5,33894,75,3,5300,4177,16
4836,64,0,0,60000,80,22,16,3,19,0,7,5,2,2,6,208,296,727,4,84,71,0,6,2,1,1,6,17,4,4,4,0,3312,156,6,1,7,4,0,4,1799,680,4,3174,12177,4
5658,64,0,0,60000,80,24,9,10,26,0,9,14,0,0,1,320,191,604,35,38,200,0,9,0,0,0,0,30,14,14,14,0,2898,3105,14,5,12,9,0,5,8967,150,3,5277,4988,12
6480,64,0,0,60000,80,8,5,0,22,0,4,2,1,0,1,333,233,458,84,0,282,0,3,1,1,0,0,4,0,0,0,0,1449,1553,7,3,4,1,0,5,54885,170,2,3801,13410,0
7302,64,0,0,60000,80,18,1,16,26,1,1,16,0,0,0,500,318,714,0,0,0,0,0,1,0,0,0,17,16,16,16,0,156,0,2,0,10,7,0,5,54442,10,1,481,1042,0
8124,64,0,0,60000,80,14,10,1,33,0,10,2,1,0,1,390,296,549,70,26,90,0,8,0,1,0,1,19,3,2,2,0,3726,414,9,1,6,3,0,5,12618,315,3,4873,18650,6
8946,64,0,0,60000,80,62,2,59,18,0,4,58,0,0,0,150,224,4383,0,0,20,0,2,0,0,0,0,67,62,62,62,0,0,0,1,0,111,108,0,5,35182,45,2,3942,513,0
9768,64,0,0,60000,80,51,11,24,29,4,6,37,1,0,3,284,138,825,40,3,289,4,5,2,0,0,0,36,26,26,26,0,1207,483,2,2,16,13,0,5,28851,310,3,3783,2875,16
10590,64,0,0,60000,80,36,10,22,24,0,7,27,1,0,1,167,480,734,42,35,65,0,2,8,0,0,0,49,35,35,35,0,1919,156,8,1,17,14,0,5,61706,275,4,6036,3709,11
11412,64,0,0,60000,80,10,4,3,24,0,7,3,0,0,0,192,344,864,55,0,0,0,2,2,0,0,0,8,4,4,4,0,104,414,15,1,4,1,0,5,19563,140,2,3898,4200,0
12234,64,0,0,60000,80,34,17,8,19,0,9,19,0,2,4,316,47,756,0,98,193,0,7,5,0,2,3,25,9,9,9,0,2694,917,2,4,9,6,0,5,24408,560,4,3972,7705,8
13056,64,0,0,60000,80,26,13,6,33,1,7,14,0,0,4,353,99,619,25,62,239,0,4,5,0,0,4,34,9,9,9,0,1762,104,6,1,7,4,0,5,9895,295,4,4377,11150,6
13878,64,0,0,60000,80,66,3,63,24,0,6,60,0,0,0,192,125,3515,0,0,0,0,2,1,0,0,0,70,64,64,64,0,777,0,0,0,87,84,0,5,45069,80,2,2827,712,0
14700,64,0,0,60000,80,23,11,8,20,0,8,13,2,0,0,204,353,664,28,100,21,0,5,5,1,0,0,27,13,13,13,0,1553,2089,5,8,7,4,0,5,16076,275,3,4122,5105,7
15522,64,0,0,60000,80,11,7,1,31,0,6,1,2,0,2,588,421,328,9,42,82,0,3,1,1,0,2,9,1,1,1,0,1794,0,6,0,5,2,0,5,57025,305,3,3226,15120,5
16344,64,0,0,60000,80,42,10,28,30,0,5,33,2,0,2,313,45,1152,24,51,88,0,3,3,2,0,2,40,30,30,30,0,2451,2139,27,5,22,19,0,5,33664,380,3,4594,3130,9
17166,64,0,0,60000,80,61,8,50,26,1,6,51,1,0,2,372,256,1797,30,40,105,1,5,0,0,0,2,62,52,52,52,0,2173,931,3,1,37,34,0,5,53887,285,3,3859,1688,7
17988,64,0,0,60000,80,31,19,7,25,2,10,15,2,1,1,317,231,739,34,80,37,1,9,6,2,0,1,21,8,8,8,0,2021,2742,17,6,6,3,0,5,39932,585,4,6764,17633,5
18810,64,0,0,60000,80,64,0,63,29,0,3,61,0,0,0,320,343,4494,0,0,0,0,0,0,0,0,0,68,63,63,63,0,0,0,2,0,130,127,0,5,61791,0,1,0,448,0
19632,64,0,0,60000,80,34,12,14,28,0,5,22,1,0,6,388,356,459,60,50,80,0,4,3,0,0,5,23,17,17,17,0,2070,0,12,0,9,6,0,5,55716,520,4,3370,6715,8
20454,64,0,0,60000,80,25,17,4,24,1,7,9,3,1,4,317,404,240,102,216,121,1,5,5,1,1,4,26,7,7,7,0,1452,2055,5,9,6,3,0,5,18777,550,4,3611,8880,4
21276,64,0,0,60000,80,9,6,1,28,3,3,1,1,0,1,427,155,773,6,0,85,3,1,1,0,0,1,6,2,1,1,0,0,448,51,2,3,0,0,5,56695,205,2,2893,0,0
22098,64,0,0,60000,80,22,7,9,36,0,5,15,2,0,0,417,136,838,50,0,0,0,2,5,0,0,0,39,15,15,15,0,1555,0,28,0,7,4,0,5,68186,185,3,5790,12157,6
22920,64,0,0,60000,80,29,8,13,35,1,7,19,0,0,2,381,88,969,0,0,140,0,2,5,0,0,1,23,18,18,18,0,414,0,3,0,7,4,0,5,26555,165,2,4344,5165,0
23742,64,0,0,60000,80,20,18,0,22,1,11,3,1,0,4,477,193,435,45,105,150,1,11,1,1,0,4,7,2,2,2,0,3105,2156,8,7,7,4,0,5,5450,630,4,3995,11127,7
24564,64,0,0,60000,80,30,22,5,26,1,9,9,2,2,7,383,268,377,56,149,188,1,8,4,0,2,7,16,4,4,4,0,3105,3004,11,14,7,4,0,5,10382,855,4,3218,13335,6
25386,64,0,0,60000,80,66,3,62,30,0,3,63,0,0,0,310,228,4083,24,0,80,0,2,1,0,0,0,66,62,62,62,0,156,570,2,2,102,99,0,5,41398,80,2,3467,591,0
26208,64,0,0,60000,80,30,18,8,31,4,4,12,2,3,5,350,8,456,102,148,366,2,4,8,1,3,0,26,10,10,10,0,1813,1703,7,10,6,3,0,4,1799,590,4,4319,14096,6
27030,64,0,0,60000,80,3,0,0,31,0,3,0,0,0,0,540,418,447,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,5,57482,0,1,0,0,0
27852,64,0,0,60000,80,66,4,60,17,0,5,59,1,0,1,41,336,3425,28,0,3,0,3,1,0,0,0,74,65,65,65,0,1812,1242,18,2,87,84,0,5,59945,115,2,3665,883,0
28674,64,0,0,60000,80,20,13,2,26,1,8,6,1,1,3,465,124,385,78,126,207,1,6,2,1,1,2,14,4,4,4,0,3036,0,2,0,7,4,0,5,15337,410,4,3911,11347,5
29496,64,0,0,60000,80,35,19,10,35,2,8,15,3,2,5,407,75,643,73,162,31,1,5,7,0,2,4,33,14,14,14,0,3938,621,20,1,8,5,0,5,27066,670,4,3796,17718,4
30318,64,0,0,60000,80,3,1,0,31,0,3,0,0,0,0,240,862,298,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,5,60559,0,1,6665,0,0
31140,64,0,0,60000,80,13,8,2,31,2,4,6,1,0,0,393,101,781,52,0,129,2,4,1,1,0,0,15,3,3,3,0,1345,414,8,1,5,2,0,5,29038,170,2,6208,11930,0
31962,64,0,0,60000,80,63,12,47,20,0,8,52,1,0,2,178,140,1855,49,201,28,0,7,3,0,0,2,59,50,50,50,0,1502,1967,23,5,36,33,0,5,45549,390,3,3236,2430,8
32784,64,0,0,60000,80,65,4,61,28,1,4,60,0,0,0,268,210,4304,19,0,20,0,4,0,0,0,0,76,63,63,63,0,828,0,8,0,121,118,0,5,46474,10,2,14328,567,0
33606,64,0,0,60000,80,21,18,1,28,2,10,3,1,0,5,421,268,225,69,16,436,1,10,2,0,0,5,24,2,2,2,0,5218,0,4,0,9,6,0,5,10057,505,4,4108,13068,7
34428,64,0,0,60000,80,26,19,6,28,0,6,12,2,0,6,213,530,510,50,82,35,0,4,12,1,0,2,22,11,11,11,0,260,2937,1,13,6,3,0,5,38796,620,4,2018,1406,6
35250,64,0,0,60000,80,29,23,4,27,2,9,9,3,2,4,309,119,379,51,214,373,2,7,6,2,2,4,15,4,4,4,0,2226,4748,10,16,6,3,0,3,0,910,4,3517,13990,5
36072,64,0,0,60000,80,6,1,1,24,0,5,1,0,0,0,288,803,314,0,0,0,0,1,0,0,0,0,12,3,2,2,0,621,0,0,0,4,1,0,5,54709,10,1,4698,8440,0
36894,64,0,0,60000,80,4,3,0,20,0,2,2,0,0,0,442,220,733,0,0,0,0,2,1,0,0,0,13,1,1,1,0,414,0,1,0,4,1,0,5,11210,20,1,7937,5060,0
37716,64,0,0,60000,80,31,6,20,21,0,5,24,0,0,2,433,508,367,4,0,88,0,5,1,0,0,0,40,27,27,27,0,2174,0,14,0,13,10,0,5,63447,50,3,11312,5405,12
38538,64,0,0,60000,80,31,14,14,29,0,6,22,3,0,0,162,276,686,77,61,143,0,4,10,0,0,0,27,19,19,19,0,1452,0,1,0,8,5,0,5,22156,380,4,4356,5802,6
39360,64,0,0,60000,80,9,3,3,37,0,3,5,0,0,1,694,165,481,39,0,61,0,2,1,0,0,0,8,3,3,3,0,931,0,0,0,5,2,0,4,1799,105,2,3414,6025,0
40182,64,0,0,60000,80,20,9,7,26,0,8,10,0,0,2,386,47,854,20,0,129,0,4,3,0,0,2,28,9,9,9,0,518,3365,18,6,7,4,0,5,15058,190,2,5048,5515,0
41004,64,0,0,60000,80,9,2,5,30,0,4,5,0,0,0,222,122,1057,0,0,0,0,1,1,0,0,0,12,7,7,7,0,0,156,36,1,6,3,0,5,58478,20,1,3188,1360,0
41826,64,0,0,60000,80,12,5,4,28,2,4,6,0,0,0,341,160,771,15,0,144,1,4,0,0,0,0,44,5,5,5,0,69,897,13,3,6,3,0,5,52661,70,2,7114,7876,0
1685,64,0,0,60000,80,60,1,59,29,0,4,56,0,0,0,79,479,4555,0,0,0,0,1,0,0,0,0,67,63,63,63,0,0,0,8,0,151,148,0,5,31023,0,1,11866,415,0
2507,64,0,0,60000,80,7,3,1,29,1,3,3,0,0,0,482,205,723,0,0,0,0,2,1,0,0,0,8,1,1,1,0,0,156,2,1,3,0,0,5,53934,80,1,3471,0,0
3329,64,0,0,60000,80,67,3,64,29,1,3,63,0,0,0,181,156,4076,0,0,308,1,2,0,0,0,0,78,66,66,66,0,828,0,0,0,103,100,0,5,37303,70,2,3483,655,0
4151,64,0,0,60000,80,4,3,0,22,0,4,0,0,0,0,303,330,727,0,0,20,0,3,0,0,0,0,18,1,0,0,0,0,0,6,0,3,0,0,5,53592,80,2,4406,0,0
4973,64,0,0,60000,80,17,13,2,32,1,8,2,3,0,3,343,170,359,112,196,240,1,8,1,1,0,2,19,2,2,2,0,2794,1622,6,3,6,3,0,5,11040,320,3,5319,20783,5
5795,64,0,0,60000,80,32,5,20,29,1,6,20,1,0,4,505,152,661,44,0,78,0,3,1,0,0,1,34,20,20,20,0,1760,414,16,1,11,8,0,5,72329,100,2,10137,9567,0
6617,64,0,0,60000,80,17,13,2,29,0,8,8,0,0,1,725,149,303,70,96,110,0,7,6,0,0,0,37,6,6,6,0,1554,0,7,0,7,4,0,5,33369,290,3,5238,8080,6
7439,64,0,0,60000,80,47,9,28,29,0,9,37,0,0,1,265,395,738,9,1,63,0,6,2,0,0,1,63,28,28,28,0,828,1707,32,5,14,11,0,5,40525,140,3,9256,3751,14
8261,64,0,0,60000,80,54,0,50,30,0,4,50,0,0,0,109,205,2706,0,0,0,0,0,0,0,0,0,57,53,53,53,0,0,0,5,0,36,33,0,5,55405,0,1,0,1739,0
9083,64,0,0,60000,80,20,13,3,36,3,7,5,2,0,3,784,100,411,35,20,62,3,4,2,1,0,3,19,4,3,3,0,2605,310,37,1,7,4,0,5,31025,340,3,7301,24745,4
9905,64,0,0,60000,80,28,8,11,24,1,6,16,1,0,4,295,233,775,34,86,53,1,4,1,0,0,2,24,12,12,12,0,2449,0,10,0,8,5,0,5,57937,235,3,4452,8766,5
10727,64,0,0,60000,80,70,7,61,22,2,6,59,0,0,3,237,55,2351,9,0,123,2,3,2,0,0,0,72,62,62,62,0,1725,518,8,2,43,40,0,5,88547,160,2,3168,1812,0
11549,64,0,0,60000,80,62,1,61,28,0,3,59,0,0,0,253,299,4389,0,0,0,0,1,0,0,0,0,68,64,64,64,0,414,0,5,0,132,129,0,5,32365,35,1,4348,481,0
12371,64,0,0,60000,80,21,13,4,37,0,8,7,3,0,3,331,176,586,100,59,185,0,7,3,2,0,1,17,7,7,7,0,3968,1449,15,2,8,5,0,5,41895,400,3,5150,11118,7
13193,64,0,0,60000,80,19,17,0,27,0,6,7,0,1,5,415,214,559,51,77,139,0,6,6,0,1,4,33,0,0,0,0,2693,1554,5,7,6,3,0,5,23149,380,3,5268,26060,4
14015,64,0,0,60000,80,56,6,47,22,0,8,47,0,0,1,171,137,2561,18,0,59,0,6,0,0,0,0,56,48,48,48,0,3105,621,13,1,36,33,0,5,57753,175,2,5511,3530,0
14837,64,0,0,60000,80,11,7,0,35,0,8,1,1,0,1,717,311,90,47,0,210,0,6,0,1,0,0,6,1,1,1,0,2070,1242,9,2,4,1,0,5,49775,240,2,4608,20510,0
15659,64,0,0,60000,80,14,10,2,21,1,6,4,1,0,2,470,37,587,30,52,254,1,6,2,0,0,1,9,4,4,4,0,1656,1759,8,5,5,2,0,5,9904,345,3,4186,12390,5
16481,64,0,0,60000,80,33,17,13,34,2,8,18,1,2,2,525,72,621,64,136,11,2,8,3,1,2,1,33,16,16,16,0,3124,3347,21,8,14,11,0,5,29984,505,4,4432,7353,7
17303,64,0,0,60000,80,32,1,24,32,0,4,28,0,0,0,378,119,1423,0,0,0,0,0,1,0,0,0,36,27,27,27,0,104,0,18,0,17,14,0,5,85857,35,1,3965,2972,0
